"","dat_clust"
"1",23.4879495623919
"2",90.8873447610715
"3",157.256648657798
"4",127.3864023207
"5",15.4062838061734
"6",8.20329359189969
"7",3.94176099817385
"8",52.0587700656077
"9",9.527976461327
"10",24.9192597290542
"11",15.3844929282993
"12",21.7195777550611
"13",84.8926422963946
"14",42.1249082067991
"15",46.1653821829081
"16",119.350864500505
"17",36.0552549172854
"18",35.6514923400103
"19",53.9191611111637
"20",23.0919254841148
"21",11.843128735125
"22",48.3047587895624
"23",10.1935162153651
"24",6.65465247895193
"25",26.8294666875827
"26",6.66780417045468
"27",118.715235543386
"28",31.5276724290219
"29",19.2625670793982
"30",86.5776369936231
"31",92.0254825080184
"32",49.8279124707088
"33",76.6684665241301
"34",19.958867463259
"35",27.3702971218953
"36",6.02512941364091
"37",24.7648824799619
"38",52.9775560551971
"39",46.8803598678907
"40",3.67415222439719
"41",39.1357896414111
"42",89.8477990879476
"43",149.266831345418
"44",96.5684051306216
"45",42.3358236779342
"46",24.866603086159
"47",5.80113856668242
"48",10.4624882393688
"49",17.757430145288
"50",70.2213993764741
"51",17.8122019311796
"52",25.1919488542935
"53",9.58414852277771
"54",79.2277686747217
"55",47.6479749762613
"56",79.9581208357889
"57",80.7628802317078
"58",47.0751122472259
"59",48.6543977792664
"60",52.8499589607822
"61",105.457521418261
"62",33.9138809678171
"63",36.0551579537072
"64",30.1493416854626
"65",86.1296662137358
"66",32.2040097282068
"67",28.4553417345434
"68",91.0372562289471
"69",40.5240541112132
"70",8.35490962527234
"71",18.2648159327819
"72",60.1654301748638
"73",67.5572074472407
"74",32.5238547750865
"75",70.1415051645434
"76",14.2376462213319
"77",79.2414147041794
"78",25.168539878015
"79",36.0654570894254
"80",30.2960467299446
"81",65.3530963466665
"82",3.09279777189312
"83",30.7199130193746
"84",19.3652473388314
"85",24.3527228988996
"86",40.5371167939585
"87",32.6465675406605
"88",7.24783411798789
"89",148.262048243729
"90",18.5576515092946
"91",37.6164034470532
"92",40.0111651505497
"93",67.6377162713134
"94",39.1595074820362
"95",6.37106973753216
"96",91.5665626786454
"97",88.5409068305414
"98",20.125624190072
"99",81.8345804704515
"100",31.932862642051
"101",33.6748536198519
"102",7.84884638692273
"103",42.2943494469706
"104",10.7810621480115
"105",23.233499002371
"106",17.3590410773657
"107",39.2304918686399
"108",27.6358108099396
"109",7.56126682528964
"110",40.2980699632847
"111",22.3020791001183
"112",21.3232994607971
"113",12.3324656375064
"114",63.268690230569
"115",31.5953019182763
"116",39.7361448084015
"117",12.4529625989228
"118",10.307931318148
"119",17.5093199042601
"120",140.781862719141
"121",21.4667627133223
"122",50.7401208738815
"123",18.29604926848
"124",43.8971570373826
"125",13.9208408762655
"126",37.9726846699586
"127",83.9533480705987
"128",88.2211815777643
"129",59.3804906626767
"130",50.6936014109159
"131",47.0963411891829
"132",33.1105384556141
"133",16.9479087402683
"134",13.3480057204848
"135",16.3371218951297
"136",101.357357992804
"137",37.4021012301613
"138",13.177975410643
"139",47.2270196349568
"140",16.9407871747454
"141",64.7766994529676
"142",78.9286954676011
"143",99.4993515405772
"144",45.8989729067222
"145",83.8575899434643
"146",44.7266368138918
"147",2.39053242929543
"148",3.75134053653075
"149",60.0513972328118
"150",30.9578284827254
"151",15.005373705119
"152",92.6183748930866
"153",6.98590630858513
"154",17.0189001721109
"155",33.0727236822188
"156",16.3786134566782
"157",76.030073208339
"158",21.0813705457866
"159",41.1231749659765
"160",67.4686590356039
"161",35.5493253790513
"162",116.920906080577
"163",16.7501290988094
"164",27.9986259272683
"165",26.2326151819234
"166",31.1263367663535
"167",42.1567261952814
"168",3.99115850862322
"169",11.472258136051
"170",23.9222017072355
"171",73.7641680953661
"172",36.6634593737582
"173",29.3954355035936
"174",25.2612058399735
"175",165.207336641507
"176",41.1493635664683
"177",63.9609720697253
"178",57.0298931610355
"179",79.2544130889617
"180",52.4935612000956
"181",53.6036404984674
"182",20.7086773541662
"183",24.9463821397172
"184",29.925714107582
"185",11.6561506890182
"186",5.90641343190941
"187",36.5083303790244
"188",115.679783772857
"189",29.4623963069213
"190",33.3486028246784
"191",55.4852582752073
"192",33.4623312587855
"193",12.4841133278566
"194",25.2026462089285
"195",17.621888169915
"196",69.9918242840515
"197",10.4417391604635
"198",81.4194725602278
"199",29.7239333023315
"200",52.3366056645582
"201",74.5888276475293
"202",31.5687059671044
"203",33.7943683404058
"204",41.8054510397793
"205",60.2850321986615
"206",48.8938034637891
"207",15.542025760641
"208",11.5108217890574
"209",46.7627019368289
"210",19.4666945207279
"211",40.0488696798778
"212",19.6439395696835
"213",24.6518729690102
"214",77.1377136827274
"215",17.6633888018543
"216",40.9905362987434
"217",62.6889287551276
"218",49.0651455329128
"219",22.8607061330729
"220",17.0956966927043
"221",67.6137890253556
"222",8.83611380154613
"223",30.8660948158861
"224",13.252916442659
"225",69.7576090406758
"226",48.3118636497539
"227",19.7443481718548
"228",19.6270317289682
"229",16.7251059494017
"230",44.2637691387351
"231",12.9359582484332
"232",46.750361797948
"233",62.5379531473147
"234",31.6466471819362
"235",83.9698145324144
"236",117.920769247969
"237",2.50501480239453
"238",29.6370075566715
"239",32.1050629224516
"240",28.9147500473967
"241",10.9438229904112
"242",42.0563524104554
"243",135.530670944097
"244",24.7240415063865
"245",28.0455939027072
"246",66.755296010836
"247",76.4204449588442
"248",88.7338037564496
"249",19.5500547624985
"250",15.3188464464719
"251",8.9706536647677
"252",8.00980381791929
"253",28.2140008791254
"254",55.6332861371311
"255",2.56180710529422
"256",102.749313430905
"257",18.3357198047965
"258",27.1474934211118
"259",19.9102846913134
"260",25.9294357925004
"261",61.8321618738147
"262",17.0234545045237
"263",23.0919357736395
"264",20.6348740946473
"265",9.34898156015455
"266",2.52673808357645
"267",61.6279695974095
"268",50.1763313906622
"269",26.2403368048527
"270",47.4722481724429
"271",32.008730594104
"272",151.227518019725
"273",1.79498639379263
"274",19.4279019470442
"275",20.1964664237347
"276",9.59312657780021
"277",47.5671471499429
"278",26.7416338103852
"279",62.4526716467049
"280",47.4452751030644
"281",88.4961049682023
"282",58.3485697526898
"283",43.2294970166147
"284",5.69860483795558
"285",67.804450727668
"286",22.1350994220598
"287",97.1443159736642
"288",22.4400351480115
"289",53.9252387388352
"290",63.5253324916861
"291",13.4481610796806
"292",11.9184493624075
"293",28.6689837049964
"294",26.6932002439039
"295",31.4939097770851
"296",36.1598408592752
"297",37.082028063442
"298",12.9486383892827
"299",19.4481812516926
"300",49.7096488147754
"301",28.1891237749894
"302",7.34386119121188
"303",47.5744860959695
"304",74.3099917503923
